species_latin,family,country,province,site_name,habitat,soil_type,plant_part,unit,trait,trait_value,references
Annona muricata,Annonaceae,Central America (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.4,DRYAD
Aquilaria malaccensis,Thymelaeaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.32,DRYAD
Aquilaria malaccensis,Thymelaeaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.4,PROSEA
Aquilaria malaccensis,Thymelaeaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.32,DRYAD
Aquilaria malaccensis,Thymelaeaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.3334,ICRAF
Aquilaria microcarpa,Thymelaeaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.34,PROSEA
Archidendron jiringa,Fabaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.419,ICRAF
Archidendron jiringa,Fabaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.317,DRYAD
Artocarpus heterophyllus,Moraceae,South America (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.53,DRYAD
Artocarpus heterophyllus,Moraceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.49,DRYAD
Artocarpus heterophyllus,Moraceae,China,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.484,DRYAD
Artocarpus heterophyllus,Moraceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.551,DRYAD
Artocarpus heterophyllus,Moraceae,China,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.455,DRYAD
Artocarpus heterophyllus,Moraceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.5359,ICRAF
Artocarpus heterophyllus,Moraceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.44,DRYAD
Artocarpus integer,Moraceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,phosphorus,1,Both.et.al.2019
Artocarpus integer,Moraceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,nitrogen,16.15,Both.et.al.2019
Artocarpus integer,Moraceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,magnesium,1.96,Both.et.al.2019
Artocarpus integer,Moraceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,calcium,8.07,Both.et.al.2019
Artocarpus integer,Moraceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.551,DRYAD
Artocarpus integer,Moraceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,potassium,10.84,Both.et.al.2019
Artocarpus integer,Moraceae,Indonesia,West Kalimantan,Serimbu Sunujuh,dipterocarp forest lowland,mineral,wood,g.cm-3,wood density,0.53,Suzuki.1999
Artocarpus integer,Moraceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.6476,ICRAF
Baccaurea bracteata,Phyllanthaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.63,DRYAD
Baccaurea bracteata,Phyllanthaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.64,DRYAD
Baccaurea bracteata,Phyllanthaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,5,Yanbuaban.et.al.2007
Baccaurea bracteata,Phyllanthaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,calcium,36.5,Yanbuaban.et.al.2007
Baccaurea bracteata,Phyllanthaceae,Indonesia,West Kalimantan,Serimbu Sunujuh,dipterocarp forest lowland,mineral,wood,g.cm-3,wood density,0.6,Suzuki.1999
Baccaurea bracteata,Phyllanthaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,1.1,Yanbuaban.et.al.2007
Baccaurea bracteata,Phyllanthaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,potassium,4.6,Yanbuaban.et.al.2007
Baccaurea bracteata,Phyllanthaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.7075,ICRAF
Baccaurea bracteata,Phyllanthaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,magnesium,1.4,Yanbuaban.et.al.2007
Baccaurea bracteata,Phyllanthaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,potassium,1.6,Yanbuaban.et.al.2007
Baccaurea bracteata,Phyllanthaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,calcium,12.7,Yanbuaban.et.al.2007
Baccaurea bracteata,Phyllanthaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,13.4,Yanbuaban.et.al.2007
Baccaurea bracteata,Phyllanthaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,nitrogen,10,Yanbuaban.et.al.2007
Baccaurea bracteata,Phyllanthaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,phosphorus,0.1,Yanbuaban.et.al.2007
Calliandra calothyrsus,Fabaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.6483,ICRAF
Calliandra calothyrsus,Fabaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.645,PROSEA
Calliandra calothyrsus,Fabaceae,South-East Asia,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.58,DRYAD
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 102,peat swamp forest open degraded,peat,leaf,mg.g-1,phosphorus,0.4,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 115,peat swamp forest open degraded,peat,leaf,mg.g-1,magnesium,0.72268908,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 109,peat swamp forest open degraded,peat,leaf,mg.g-1,calcium,6.24561404,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 117,peat swamp forest open degraded,peat,leaf,mg.g-1,phosphorus,0.58604651,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 103,peat swamp forest open degraded,peat,leaf,mg.g-1,potassium,3.84976526,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 119,peat swamp forest open degraded,peat,leaf,mg.g-1,calcium,12.07017544,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 107,peat swamp forest open degraded,peat,leaf,mg.g-1,phosphorus,0.3255814,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 107,peat swamp forest open degraded,peat,leaf,mg.g-1,phosphorus,0.54883721,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 113,peat swamp forest open degraded,peat,leaf,mg.g-1,potassium,7.74647887,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 110,peat swamp forest open degraded,peat,leaf,mg.g-1,magnesium,0.81512605,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 118,peat swamp forest open degraded,peat,leaf,mg.g-1,potassium,2.0657277,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 117,peat swamp forest open degraded,peat,leaf,mg.g-1,phosphorus,0.37209302,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 110,peat swamp forest open degraded,peat,leaf,mg.g-1,magnesium,0.70588235,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 119,peat swamp forest open degraded,peat,leaf,mg.g-1,calcium,6.31578947,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 105,peat swamp forest open degraded,peat,leaf,mg.g-1,magnesium,0.70588235,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 103,peat swamp forest open degraded,peat,leaf,mg.g-1,potassium,7.55868545,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 115,peat swamp forest open degraded,peat,leaf,mg.g-1,magnesium,0.92436975,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 102,peat swamp forest open degraded,peat,leaf,mg.g-1,phosphorus,0.31627907,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 112,peat swamp forest open degraded,peat,leaf,mg.g-1,phosphorus,0.45581395,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 114,peat swamp forest open degraded,peat,leaf,mg.g-1,calcium,7.0877193,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 104,peat swamp forest open degraded,peat,leaf,mg.g-1,calcium,3.85964912,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 104,peat swamp forest open degraded,peat,leaf,mg.g-1,calcium,5.96491228,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 120,peat swamp forest open degraded,peat,leaf,mg.g-1,magnesium,0.6302521,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 105,peat swamp forest open degraded,peat,leaf,mg.g-1,magnesium,0.59663866,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 114,peat swamp forest open degraded,peat,leaf,mg.g-1,calcium,14.31578947,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 112,peat swamp forest open degraded,peat,leaf,mg.g-1,phosphorus,0.34418605,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 111,peat swamp forest open degraded,peat,leaf,mg.g-1,nitrogen,7.60368664,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 116,peat swamp forest open degraded,peat,leaf,mg.g-1,nitrogen,7.32718894,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 106,peat swamp forest open degraded,peat,leaf,mg.g-1,nitrogen,7.69585253,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve,peat swamp forest logged,peat,wood,g.cm-3,wood density,0.69,Anon.1987
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 116,peat swamp forest open degraded,peat,leaf,mg.g-1,nitrogen,6.77419355,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 111,peat swamp forest open degraded,peat,leaf,mg.g-1,nitrogen,7.69585253,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 101,peat swamp forest open degraded,peat,leaf,mg.g-1,nitrogen,7.88018433,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 113,peat swamp forest open degraded,peat,leaf,mg.g-1,potassium,2.15962441,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 109,peat swamp forest open degraded,peat,leaf,mg.g-1,calcium,11.22807018,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 106,peat swamp forest open degraded,peat,leaf,mg.g-1,nitrogen,7.88018433,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 108,peat swamp forest open degraded,peat,leaf,mg.g-1,potassium,3.89671362,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 120,peat swamp forest open degraded,peat,leaf,mg.g-1,magnesium,0.72268908,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 101,peat swamp forest open degraded,peat,leaf,mg.g-1,nitrogen,6.86635945,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 118,peat swamp forest open degraded,peat,leaf,mg.g-1,potassium,5.96244131,Ismail.2001
Calophyllum ferrugineum,Calophyllaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 108,peat swamp forest open degraded,peat,leaf,mg.g-1,potassium,7.6056338,Ismail.2001
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,9.8,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.39,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.2,Tuah.et.al.2003
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,8.6,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,1.9,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,3.8,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,1.7,Tuah.et.al.2003
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,6.6,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,8.9,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,nitrogen,8.8,Tuah.et.al.2003
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,1.7,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,9.2,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,calcium,2.6,Tuah.et.al.2003
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,3,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimantan,Kalampangan,peat swamp forest abandoned drained,peat,leaf,mg.g-1,nitrogen,10.58,Ichie.et.al.2019
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,8.3,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,magnesium,2.2,Tuah.et.al.2003
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,5.5,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,3.2,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,1.7,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.51,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimantan,Setia Alam,peat swamp forest intact undrained,peat,leaf,mg.g-1,nitrogen,9.62,Ichie.et.al.2019
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,calcium,2.4,Tuah.et.al.2003
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,3.8,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,8.7,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,6.6,Tuah.et.al.2003
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,3.2,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.48,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,2.5,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,3.8,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,potassium,10.7,Tuah.et.al.2003
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,4.7,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.38,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,potassium,6.4,Tuah.et.al.2003
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,1.6,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.47,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,2.4,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,1.6,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,8.7,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,phosphorus,0.5,Tuah.et.al.2003
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,7.1,Wedeux.2015
Calophyllum hosei,Calophyllaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.39,Wedeux.2015
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.1,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,16.3,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.2,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,4,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,0.7,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest dense-pole,peat,leaf,g.kg-1,calcium,3.1,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest dense-pole,peat,leaf,g.kg-1,potassium,5.1,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,nitrogen,7.5,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,0.7,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,9.3,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest dense-pole,peat,leaf,g.kg-1,magnesium,1,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,calcium,4.4,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,calcium,7.1,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.6,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,calcium,4.1,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,12.4,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.3,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,nitrogen,8,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest dense-pole,peat,leaf,g.kg-1,phosphorus,0.2,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.6583,ICRAF
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,calcium,6.2,Tuah.et.al.2003
Calophyllum inophyllum,Calophyllaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,calcium,4.3,Tuah.et.al.2003
